,date,open,high,low,close,flag,VMP,VMM,STR,VIP,VIM,hlc3,highestHigh,lowestLow,span,ema34,y2_ema34,c_ema34,emaAngle_1,emaAngle,chopZoneColor,Supertrend Values,Supertrend Signal
0,2024-08-30 10:18:00+05:30,51368.45,51372.5,51327.6,51332.15,0,,,,,,51344.083333333336,,,,51332.15,,,,,Yellow,0.0,1
1,2024-08-30 10:21:00+05:30,51331.75,51353.8,51319.6,51337.95,0,26.200000000004366,52.900000000001455,,,,51337.11666666666,,,,51332.48142857143,,,,,Yellow,,1
2,2024-08-30 10:24:00+05:30,51337.4,51366.95,51332.2,51359.15,0,47.349999999998545,21.60000000000582,,,,51352.76666666666,,,,51334.00534693878,,,,,Yellow,,1
3,2024-08-30 10:27:00+05:30,51357.25,51361.25,51325.85,51331.7,0,29.05000000000291,41.099999999998545,,,,51339.6,,,,51333.873612827985,,,,,Yellow,,1
4,2024-08-30 10:30:00+05:30,51331.25,51362.8,51330.9,51354.7,0,36.950000000004366,30.349999999998545,,,,51349.466666666674,,,,51335.063692094955,,,,,Yellow,,1
5,2024-08-30 10:33:00+05:30,51353.45,51386.35,51348.05,51385.15,0,55.44999999999709,14.75,,,,51373.18333333333,,,,51337.925766832384,,,,,Yellow,,1
6,2024-08-30 10:36:00+05:30,51384.75,51389.9,51358.9,51366.1,0,41.849999999998545,27.44999999999709,,,,51371.63333333333,,,,51339.53572301339,,,,,Yellow,,1
7,2024-08-30 10:39:00+05:30,51365.25,51368.2,51334.65,51342.9,0,9.299999999995634,55.25,,,,51348.583333333336,,,,51339.72796741262,,,,,Yellow,,1
8,2024-08-30 10:42:00+05:30,51342.5,51367.3,51333.9,51363.1,0,32.650000000001455,34.299999999995634,,,,51354.76666666667,,,,51341.06351213189,,,,,Yellow,,1
9,2024-08-30 10:45:00+05:30,51363.35,51367.1,51347.45,51350.35,0,33.19999999999709,19.85000000000582,,,,51354.96666666667,,,,51341.5941685815,,,,,Yellow,,1
10,2024-08-30 10:48:00+05:30,51353.0,51369.45,51349.35,51368.9,0,22.0,17.75,,,,51362.56666666666,,,,51343.15450180541,,,,,Yellow,51269.88430296343,1
11,2024-08-30 10:51:00+05:30,51368.4,51377.3,51351.2,51353.15,0,27.950000000004366,18.25,,,,51360.549999999996,,,,51343.725673130815,,,,,Yellow,51276.36879294137,1
12,2024-08-30 10:54:00+05:30,51352.3,51370.7,51334.9,51339.7,0,19.5,42.400000000001455,,,,51348.43333333333,,,,51343.49563466619,,,,,Yellow,51276.36879294137,1
13,2024-08-30 10:57:00+05:30,51337.4,51365.95,51337.15,51357.1,0,31.049999999995634,33.549999999995634,,,,51353.4,,,,51344.27302697098,,,,,Yellow,51276.36879294137,1
14,2024-08-30 11:00:00+05:30,51356.4,51361.35,51330.45,51331.35,0,24.19999999999709,35.5,433.84999999999854,1.0065690906995473,1.0257001267719292,51341.049999999996,,,,51343.53456828692,,,,,Yellow,51276.36879294137,1
15,2024-08-30 11:03:00+05:30,51334.65,51351.3,51324.2,51325.45,0,20.85000000000582,37.150000000001455,426.75,1.0107791446982977,1.005858230814294,51333.65,,,,51342.50116438481,,,,,Yellow,51276.36879294137,1
16,2024-08-30 11:06:00+05:30,51326.1,51341.0,51320.95,51334.05,0,16.80000000000291,30.35000000000582,412.0500000000029,0.9726974881689118,1.0629777939570366,51332.0,,,,51342.01824070568,,,,,Yellow,51276.36879294137,1
17,2024-08-30 11:09:00+05:30,51332.45,51365.05,51328.95,51360.8,0,44.10000000000582,12.05000000000291,412.7500000000073,1.0075105996365803,0.990793458509987,51351.6,,,,51343.09148409392,,,,,Yellow,51276.36879294137,1
18,2024-08-30 11:12:00+05:30,51360.65,51378.45,51354.45,51361.2,0,49.5,10.60000000000582,404.8500000000058,1.058169692478684,0.9613437075460196,51364.69999999999,,,,51344.12625643142,,,,,Yellow,51279.99297646167,1
19,2024-08-30 11:15:00+05:30,51362.65,51373.75,51351.0,51366.05,0,19.30000000000291,27.44999999999709,389.3000000000102,1.0075777035705036,1.0323657847418397,51363.6,,,,51345.37904177819,,,,,Yellow,51279.99297646167,1
20,2024-08-30 11:18:00+05:30,51366.1,51373.65,51344.7,51347.65,0,22.650000000001455,29.05000000000291,387.25000000001455,0.9633311814073497,1.0419625564880552,51355.333333333336,,,,51345.50881081944,,,,,Yellow,51279.99297646167,1
21,2024-08-30 11:21:00+05:30,51347.25,51347.25,51318.2,51341.95,0,2.5500000000029104,55.450000000004366,383.1500000000233,0.9560224455174089,1.053634346861528,51335.799999999996,,,,51345.30545020118,,,,,Yellow,51279.99297646167,1
22,2024-08-30 11:24:00+05:30,51343.1,51357.95,51326.3,51353.2,0,39.75,20.94999999999709,381.400000000016,0.9790246460409028,1.0234661772417515,51345.81666666667,,,,51345.756567332544,,,,,Yellow,51279.99297646167,1
23,2024-08-30 11:27:00+05:30,51352.3,51375.5,51344.1,51346.7,0,49.19999999999709,13.849999999998545,393.150000000016,0.9904616558565437,0.9776166857433485,51355.43333333333,,,,51345.81047777068,,,,,Yellow,51279.99297646167,1
24,2024-08-30 11:30:00+05:30,51347.6,51375.05,51337.7,51360.75,0,30.950000000004366,37.80000000000291,410.4000000000233,0.9706384015594488,0.9853801169590475,51357.833333333336,,,,51346.66416475522,,,,,Yellow,51279.99297646167,1
25,2024-08-30 11:33:00+05:30,51361.7,51380.6,51352.95,51363.2,0,42.900000000001455,22.10000000000582,411.9500000000189,1.003277096735037,0.9910183274669331,51365.583333333336,,,,51347.60906962635,,,,,Yellow,51279.99297646167,1
26,2024-08-30 11:36:00+05:30,51366.0,51380.45,51355.7,51360.95,0,27.5,24.900000000001455,400.9000000000233,1.0508855076078647,0.9746819655774486,51365.69999999999,,,,51348.37140850485,,,,,Yellow,51280.634203861766,1
27,2024-08-30 11:39:00+05:30,51361.45,51370.7,51349.5,51352.3,0,15.0,30.94999999999709,393.30000000002474,1.0303839308415874,0.9869056699720287,51357.5,,,,51348.59589944743,,,,,Yellow,51280.634203861766,1
28,2024-08-30 11:42:00+05:30,51351.25,51363.5,51339.7,51350.9,0,14.0,31.0,386.2000000000262,1.0229155877783478,0.9933972035214844,51351.36666666667,,,,51348.72756233614,,,,,Yellow,51280.634203861766,1
29,2024-08-30 11:45:00+05:30,51349.0,51374.55,51345.8,51367.35,0,34.85000000000582,17.69999999999709,387.8500000000204,1.0546603068196552,0.9390228180997803,51362.56666666667,51389.9,51318.2,17893.375174336426,51349.79170163122,-0.3707183047950767,1.066504599854185,20.340665291411067,20.340665291411067,Turquoise,51280.634203861766,1
30,2024-08-30 11:48:00+05:30,51366.45,51374.35,51352.1,51363.05,0,28.549999999995634,22.450000000004366,390.05000000001746,1.078836046660681,0.9134726317138867,51363.166666666664,51389.9,51318.2,17893.375174336426,51350.54931868086,-0.26393088642004436,1.0342434494868558,14.784975642783497,14.784975642783497,Turquoise,51281.2285456063,1
31,2024-08-30 11:51:00+05:30,51365.8,51396.7,51355.2,51382.85,0,44.599999999998545,19.150000000001455,395.45000000001164,1.0653685674547928,0.9189530914148573,51378.25,51396.7,51318.2,16343.375796178343,51352.3950718991,-0.5871324631073388,1.159622580512509,30.41857832099456,30.41857832099456,Turquoise,51289.53459921539,1
32,2024-08-30 11:54:00+05:30,51385.55,51420.0,51385.55,51408.5,0,64.80000000000291,11.14999999999418,408.6000000000131,1.0685266764561896,0.8907244248653762,51404.68333333333,51420.0,51318.2,12602.701375245219,51355.60106779057,-0.7860024848034742,1.2719276339938668,38.16743483602726,38.16743483602726,Turquoise,51313.767121816876,1
33,2024-08-30 11:57:00+05:30,51411.3,51411.3,51384.05,51392.0,0,25.75,35.94999999999709,413.1000000000131,1.0725006051803343,0.901597676107462,51395.78333333333,51420.0,51318.2,12602.701375245219,51357.681006773964,-0.5100194643675904,1.1225506019925353,27.022466614054782,27.022466614054782,Turquoise,51313.767121816876,1
34,2024-08-30 12:00:00+05:30,51393.3,51420.15,51392.8,51416.85,0,36.099999999998545,18.5,412.3000000000102,1.1072034926024643,0.8777589134125455,51409.93333333334,51420.15,51318.2,12584.158901421726,51361.062092101165,-0.8276243958708207,1.298060915612415,39.611986849675105,39.611986849675105,Turquoise,51318.607845433915,1
35,2024-08-30 12:03:00+05:30,51412.35,51431.4,51412.35,51427.85,0,38.599999999998545,7.80000000000291,401.90000000000873,1.2255536203035386,0.7819109231151858,51423.86666666667,51431.4,51318.2,11333.524734981895,51364.878543981096,-0.8411240652408313,1.3067094907159977,40.06799880674866,40.06799880674866,Turquoise,51337.15842479114,1
36,2024-08-30 12:06:00+05:30,51425.7,51438.75,51411.45,51437.75,0,26.400000000001455,19.950000000004366,397.55000000001746,1.205382970695468,0.7879512011067628,51429.31666666667,51438.75,51318.2,10642.513479883608,51369.04262718218,-0.8616935722887339,1.3200438676512685,40.75126416210539,40.75126416210539,Turquoise,51340.671573849126,1
37,2024-08-30 12:09:00+05:30,51435.85,51444.65,51409.85,51415.5,0,33.200000000004366,28.900000000001455,400.9500000000189,1.155256266367352,0.8188053373238426,51423.333333333336,51444.65,51318.2,10145.947014629937,51371.69733420034,-0.5237800624678988,1.128869148235913,27.644650770037714,27.644650770037714,Turquoise,51340.783084961295,1
38,2024-08-30 12:12:00+05:30,51417.55,51431.8,51398.25,51428.25,0,21.950000000004366,46.400000000001455,397.150000000016,1.1436484955306392,0.8482940954299261,51419.43333333333,51444.65,51318.2,10145.947014629937,51374.92891510317,-0.6376470234716515,1.1859990415435657,32.523499825510704,32.523499825510704,Turquoise,51340.783084961295,1
39,2024-08-30 12:15:00+05:30,51427.95,51444.1,51422.0,51423.5,0,45.849999999998545,9.80000000000291,391.6000000000131,1.1673901940755707,0.8289070480081587,51429.86666666667,51444.65,51318.2,10145.947014629937,51377.7044056687,-0.547541380964437,1.140088401777881,28.70252907781128,28.70252907781128,Turquoise,51347.335658486634,1
40,2024-08-30 12:18:00+05:30,51422.75,51437.2,51418.8,51428.85,0,15.19999999999709,25.299999999995634,385.2500000000073,1.1547047371836403,0.8436080467228912,51428.28333333333,51444.65,51318.2,10145.947014629937,51380.62701105906,-0.5765815522772241,1.1543163718956833,29.966955828400437,29.966955828400437,Turquoise,51347.335658486634,1
